total_trans_amt,total_trans_ct,total_amt_chng_q4_q1,total_revolving_bal,total_ct_chng_q4_q1,months_inactive_12_mon,contacts_count_12_mon,total_relationship_count,credit_limit,avg_utilization_ratio
1679,39,0.529,0,0.5,1,4,5,1438.3,0.0
8147,81,0.754,1793,0.588,2,3,1,27984.0,0.064
4921,82,0.582,1140,0.907,2,1,5,1944.0,0.586
1941,51,0.511,0,0.417,3,2,3,2297.0,0.0
933,25,0.767,1819,0.923,3,3,6,2733.0,0.666
1717,39,0.621,1974,0.696,2,3,6,32446.0,0.061
3418,58,0.632,0,0.758,2,2,3,31631.0,0.0
1536,39,1.169,1157,0.773,3,3,3,3893.0,0.297
4557,71,0.796,1264,0.972,3,2,6,2721.0,0.465
864,20,0.678,513,0.333,2,2,4,2490.0,0.206
4610,78,0.729,1062,0.773,2,1,6,3323.0,0.32
4427,76,0.611,1235,1.303,2,3,6,12581.0,0.098
15068,123,0.66,1334,0.685,2,5,2,4299.0,0.31
2643,50,0.782,0,0.515,3,3,1,8827.0,0.0
2117,61,1.03,2350,0.649,1,1,4,8070.0,0.291
4116,68,0.572,0,0.7,1,3,4,3135.0,0.0
3752,78,0.912,802,0.902,2,2,3,11629.0,0.069
3146,66,0.562,1686,0.65,2,4,3,34516.0,0.049
4757,79,0.711,890,0.837,5,2,4,2990.0,0.298
1593,35,0.881,0,0.591,4,4,3,2351.0,0.0
691,15,0.763,0,0.5,4,4,2,34516.0,0.0
1972,41,1.481,1394,0.864,2,4,3,2227.0,0.626
3132,66,1.411,0,0.784,2,3,3,6158.0,0.0
1893,41,0.421,580,0.171,2,3,2,1621.0,0.358
2005,48,0.593,1578,0.778,2,5,5,17934.0,0.088
3916,61,0.971,1718,0.605,2,3,4,32611.0,0.053
3943,73,0.538,1720,0.698,2,3,6,13546.0,0.127
4957,90,0.753,2025,0.765,2,3,1,10880.0,0.186
3622,75,0.72,0,0.667,1,2,3,3099.0,0.0
13124,103,0.961,1349,0.746,3,3,1,23760.0,0.057
16622,99,0.723,1212,0.65,1,3,3,6172.0,0.196
4402,75,0.586,774,0.562,3,3,6,18821.0,0.041
13280,106,0.725,1504,0.656,2,1,2,20434.0,0.074
4844,83,0.726,1007,0.976,1,3,1,7879.0,0.128
836,18,0.696,1628,0.385,3,3,2,5449.0,0.299
4493,79,0.64,1433,0.881,1,3,1,10214.0,0.14
2611,43,1.058,0,0.483,3,4,3,2858.0,0.0
4371,74,0.847,0,0.897,4,1,4,1698.0,0.0
4626,78,0.674,1912,0.773,1,3,6,3025.0,0.632
3433,68,0.955,1433,0.943,1,3,3,6022.0,0.238
13583,110,0.827,2181,0.746,3,3,2,3326.0,0.656
1765,27,0.774,1773,0.929,1,2,3,2355.0,0.753
1557,25,1.296,2400,1.778,2,2,4,2964.0,0.81
4530,72,0.648,0,0.714,1,3,4,2730.0,0.0
3412,70,0.724,957,0.842,1,4,5,7789.0,0.123
915,29,0.856,0,2.222,3,3,2,14447.0,0.0
13671,103,0.722,2517,0.689,3,3,1,3246.0,0.775
1659,38,1.584,1836,1.533,2,2,3,12262.0,0.15
13931,112,0.83,2517,0.836,2,3,1,3669.0,0.686
4780,84,0.841,0,0.615,2,3,5,3290.0,0.0
5344,82,0.716,1600,0.864,1,2,1,5559.0,0.288
3228,82,0.672,1197,0.708,3,2,5,3291.0,0.364
2057,53,0.706,1733,0.71,3,2,3,2686.0,0.645
15059,118,0.627,0,0.735,2,1,2,34516.0,0.0
3160,59,1.003,1783,1.36,1,1,3,17673.0,0.101
3664,63,0.727,1490,0.853,3,3,4,2154.0,0.692
4951,73,0.553,1358,0.587,1,3,3,7112.0,0.191
4930,91,0.782,0,0.784,2,2,2,1839.0,0.0
1352,37,0.653,1173,0.37,3,3,4,2147.0,0.546
4437,67,0.521,1826,0.595,3,3,5,2788.0,0.655
1348,34,0.769,953,1.125,1,0,4,22322.0,0.043
3157,63,0.654,838,0.853,1,3,5,9442.0,0.089
2622,70,0.686,0,0.628,3,3,5,1495.0,0.0
4954,82,0.718,1223,0.783,5,3,6,2420.0,0.505
4241,61,0.825,1172,0.968,3,2,5,5239.0,0.224
1770,65,0.869,1542,0.585,3,1,4,34516.0,0.045
1468,26,0.81,0,0.625,1,2,4,1438.3,0.0
2143,41,0.773,1560,0.783,4,4,5,11741.0,0.133
1184,29,0.656,0,0.611,2,2,5,19116.0,0.0
13142,112,0.969,1564,0.75,2,3,1,3232.0,0.484
2121,49,0.833,2517,0.531,2,4,4,12609.0,0.2
1312,29,0.583,2151,0.526,1,4,5,7290.0,0.295
3434,65,0.737,1359,0.512,3,1,5,6779.0,0.2
4802,91,0.866,1362,0.685,3,0,3,2774.0,0.491
5350,96,0.743,1409,0.714,2,0,2,1980.0,0.712
3662,74,0.892,1503,0.644,3,3,4,3126.0,0.481
701,19,0.98,0,0.727,3,3,3,2442.0,0.0
4190,74,0.947,1079,0.805,3,2,3,13840.0,0.078
5838,74,0.319,0,1.056,3,3,6,12207.0,0.0
14948,125,0.751,0,0.866,4,1,1,9959.0,0.0
821,18,1.058,0,0.5,2,1,3,1759.0,0.0
2460,39,0.726,0,0.56,5,3,3,8760.0,0.0
5532,81,0.851,1581,0.841,2,2,6,2705.0,0.584
4513,66,0.639,0,0.65,2,2,3,2387.0,0.0
717,18,0.323,0,0.286,3,4,6,12634.0,0.0
4537,81,0.788,1568,0.8,1,2,3,18721.0,0.084
15869,109,0.828,1277,0.758,2,3,1,12338.0,0.104
3853,69,0.574,1823,0.683,6,3,6,2553.0,0.714
1944,36,0.421,0,0.5,2,4,5,1438.3,0.0
4747,73,0.946,1973,1.028,1,1,1,3044.0,0.648
1697,47,0.55,0,0.424,4,3,1,26107.0,0.0
2750,51,0.884,382,0.594,3,4,4,2189.0,0.175
687,17,0.616,1054,0.545,4,3,2,3616.0,0.291
4307,83,0.852,1588,0.844,2,1,5,2723.0,0.583
884,19,1.005,0,0.727,2,2,1,2317.0,0.0
5021,84,0.665,2098,0.68,3,3,2,4878.0,0.43
2207,68,0.803,0,0.511,2,1,4,1438.3,0.0
3912,72,0.549,0,0.565,3,2,4,5448.0,0.0
2760,38,1.043,1608,0.652,3,3,6,2006.0,0.802
4037,71,1.057,2039,0.821,1,4,5,3062.0,0.666
8669,99,0.791,1741,0.768,2,3,2,2849.0,0.611
4739,89,0.85,814,0.712,3,3,5,3261.0,0.25
3946,74,0.661,2284,0.574,2,4,5,2870.0,0.796
2499,41,0.597,0,0.464,3,2,4,2372.0,0.0
2423,39,0.803,0,0.857,0,4,1,2002.0,0.0
1198,31,0.692,1485,0.722,3,3,5,2333.0,0.637
4292,76,0.55,1753,0.652,1,2,3,4409.0,0.398
13159,105,0.795,1567,0.75,2,1,1,13490.0,0.116
3575,67,0.57,1506,0.675,2,1,4,6971.0,0.216
12941,131,0.578,1950,0.819,2,3,1,14382.0,0.136
4640,85,0.603,1694,0.809,3,3,2,2679.0,0.632
2565,69,0.604,2092,0.865,2,2,6,4232.0,0.494
2311,43,0.696,0,0.654,1,0,4,2799.0,0.0
5154,80,0.786,0,0.778,3,3,6,3222.0,0.0
1318,37,0.573,1984,0.194,2,3,6,3386.0,0.586
4365,86,0.681,1935,0.911,1,2,6,2691.0,0.719
7841,82,0.707,2019,0.608,2,3,2,9243.0,0.218
7471,87,0.79,2117,0.673,3,0,3,2894.0,0.732
1222,23,0.776,2030,0.438,3,2,6,21637.0,0.094
1289,36,0.478,1233,0.5,2,4,5,4111.0,0.3
1065,27,0.602,2355,0.588,3,2,4,2985.0,0.789
16401,119,0.748,1941,0.608,3,2,4,13747.0,0.141
7381,98,0.628,1293,0.607,1,3,2,7045.0,0.184
2389,43,0.994,1598,0.536,1,2,6,1677.0,0.953
2025,51,0.489,2517,0.378,2,5,4,5484.0,0.459
2126,45,0.501,0,0.364,2,3,2,1623.0,0.0
3961,53,1.106,1566,0.893,3,2,5,34516.0,0.045
4988,90,0.702,1091,0.731,2,1,3,1438.3,0.759
2781,74,1.057,862,0.682,2,5,3,3104.0,0.278
1548,41,0.512,1248,0.519,2,3,4,13457.0,0.093
3592,46,0.763,1337,0.917,3,0,4,1791.0,0.747
1936,44,0.665,2493,1.316,2,0,3,3198.0,0.78
14892,113,0.664,1190,0.638,2,1,2,32949.0,0.036
5116,75,0.827,1004,0.974,1,1,6,1479.0,0.679
4372,68,0.675,2041,0.659,3,2,6,3125.0,0.653
1455,34,0.347,1744,0.214,3,2,2,11272.0,0.155
4612,75,1.09,1030,0.923,2,4,5,3569.0,0.289
3906,78,0.568,913,0.592,3,2,3,10024.0,0.091
15763,97,0.867,1532,0.83,3,3,2,6024.0,0.254
7709,89,0.614,1744,0.561,2,3,2,3059.0,0.57
3557,64,0.951,1596,1.065,3,4,6,5632.0,0.283
3814,72,0.543,775,0.8,3,4,3,27175.0,0.029
724,16,0.57,0,0.231,2,3,3,1438.3,0.0
16019,105,0.732,0,0.694,5,3,4,34516.0,0.0
4471,83,0.8,1662,0.804,3,2,4,2325.0,0.715
13505,116,0.768,2239,0.681,1,2,1,6128.0,0.365
2205,43,0.542,1305,0.265,1,4,4,6315.0,0.207
1276,26,0.997,2102,0.733,4,2,2,23957.0,0.088
3798,58,0.534,1676,0.812,1,1,3,2888.0,0.58
1734,35,1.099,1792,1.188,1,2,3,3073.0,0.583
1497,27,0.524,1786,0.35,2,5,4,6500.0,0.275
1028,26,0.64,0,0.3,1,3,3,34516.0,0.0
2740,62,0.722,1328,0.512,3,3,5,3119.0,0.426
3504,64,0.76,2446,0.882,2,4,6,18584.0,0.132
15111,116,0.691,1368,0.706,3,4,5,21794.0,0.063
2360,56,0.645,0,0.647,3,4,5,2160.0,0.0
1336,30,1.831,2517,1.143,2,3,2,3193.0,0.788
8444,100,0.659,1657,0.449,3,3,2,2430.0,0.682
2970,76,0.711,0,0.689,3,4,5,14535.0,0.0
4460,79,0.909,634,0.837,1,3,5,4693.0,0.135
4138,76,0.88,2517,0.727,1,3,3,10693.0,0.235
16208,129,0.891,1569,0.792,2,3,2,3720.0,0.422
14036,99,0.768,0,0.768,3,2,1,34516.0,0.0
4599,75,0.739,2512,0.471,1,5,3,3650.0,0.688
1558,48,1.108,815,0.778,3,4,5,5202.0,0.157
1840,53,0.939,1177,0.606,3,3,5,5376.0,0.219
3982,58,0.847,1878,0.871,3,5,3,14265.0,0.132
3626,77,1.064,1568,0.878,2,3,4,17846.0,0.088
7641,93,0.681,1298,0.632,1,3,1,31560.0,0.041
2787,73,0.739,840,0.698,2,5,5,23032.0,0.036
1329,26,0.637,1965,0.444,2,0,3,8077.0,0.243
2492,55,1.623,0,0.897,3,2,3,1438.3,0.0
15367,105,0.82,0,0.641,2,1,1,17328.0,0.0
5001,66,0.988,2024,0.692,3,4,5,3936.0,0.514
12867,118,0.993,2359,0.573,3,2,2,4318.0,0.546
1811,39,0.75,0,0.5,3,4,1,1682.0,0.0
7844,64,0.779,230,0.73,2,3,1,4065.0,0.057
4514,66,1.172,1434,1.2,3,2,1,6272.0,0.229
1729,52,0.77,2517,0.926,2,4,6,10074.0,0.25
3802,68,0.703,1543,0.447,4,1,6,2484.0,0.621
4316,72,0.788,1771,0.6,1,1,3,2628.0,0.674
1557,49,0.423,2324,0.4,3,3,4,5374.0,0.432
4396,83,0.843,1729,0.566,2,3,4,15638.0,0.111
4208,69,0.65,1740,0.568,3,3,4,2716.0,0.641
4478,77,0.64,2123,0.791,1,2,6,2214.0,0.959
1416,32,0.505,1923,0.778,1,0,4,24480.0,0.079
7685,91,0.749,829,0.596,3,3,1,10949.0,0.076
4022,65,0.881,0,1.167,1,2,5,11905.0,0.0
9088,64,1.009,0,0.684,3,4,2,5735.0,0.0
4522,83,0.874,1155,0.766,3,3,5,1634.0,0.707
5364,90,1.149,1434,0.765,2,2,3,18551.0,0.077
4467,69,0.622,1650,1.029,3,2,5,3426.0,0.482
8396,106,0.698,1322,0.738,1,0,2,6633.0,0.199
3184,61,1.0,0,0.743,3,3,4,27781.0,0.0
1786,26,0.657,312,0.733,3,5,2,1438.3,0.217
850,18,0.446,0,0.385,3,4,3,8654.0,0.0
2773,34,0.89,0,0.789,3,3,6,4871.0,0.0
3856,74,0.656,1289,0.762,2,1,3,4721.0,0.273
15013,116,0.886,998,0.841,2,3,5,9797.0,0.102
4513,57,0.963,752,0.966,2,2,3,1674.0,0.449
7773,64,0.811,542,0.73,3,3,1,3929.0,0.138
1753,43,0.859,876,1.048,3,3,5,25008.0,0.035
4109,71,0.681,0,0.919,2,2,5,1438.3,0.0
2403,48,0.634,0,0.548,3,3,3,3517.0,0.0
2687,41,0.677,0,0.414,3,2,3,1914.0,0.0
4932,67,0.906,1905,0.914,2,1,4,4597.0,0.414
1517,38,0.346,0,0.407,3,3,3,1438.3,0.0
3260,63,0.72,1230,1.1,2,2,5,34516.0,0.036
3568,57,0.938,0,0.676,1,4,5,34516.0,0.0
4129,71,0.826,1596,0.651,1,1,5,6225.0,0.256
4666,74,0.621,1452,0.682,2,3,4,1966.0,0.739
4182,78,1.068,931,0.696,1,3,6,12590.0,0.074
1936,58,0.615,995,0.657,3,3,6,1560.0,0.638
4260,72,0.836,1379,0.714,1,3,6,1859.0,0.742
1087,33,1.161,462,0.941,1,0,3,6278.0,0.074
1253,29,0.301,1060,0.318,2,3,5,1438.3,0.737
1550,47,0.69,0,0.621,2,3,4,17018.0,0.0
2232,41,0.547,0,0.464,3,1,3,4139.0,0.0
1308,41,0.967,1478,0.414,2,3,4,34516.0,0.043
4488,92,0.725,2353,0.736,3,2,4,3276.0,0.718
2370,44,0.66,910,0.467,3,2,3,1438.3,0.633
2439,63,0.626,0,0.703,2,3,3,4500.0,0.0
5249,81,0.871,966,0.761,3,3,4,1438.3,0.672
2574,43,0.808,0,0.483,2,4,6,5096.0,0.0
1199,32,0.675,1138,0.6,3,2,5,2201.0,0.517
14805,115,0.747,2070,0.769,2,3,3,10343.0,0.2
2379,46,0.811,790,0.769,3,5,1,1551.0,0.509
3739,68,0.846,1630,0.659,2,2,6,2319.0,0.703
4538,86,0.479,1759,0.654,1,2,3,6039.0,0.291
3073,49,1.007,0,1.227,4,2,6,11354.0,0.0
2196,35,0.729,0,0.75,3,3,3,2796.0,0.0
1591,30,0.325,0,0.875,3,1,2,13733.0,0.0
5603,56,0.377,0,0.244,2,3,1,34516.0,0.0
1289,33,0.857,1515,0.435,3,2,5,5272.0,0.287
4337,81,1.092,0,0.8,2,0,3,3900.0,0.0
1333,34,0.654,2357,0.545,3,4,3,2636.0,0.894
4397,86,0.689,0,0.755,1,1,5,1438.3,0.0
1873,52,1.097,1676,0.529,3,0,3,21592.0,0.078
3197,50,0.757,2136,1.174,1,4,3,2533.0,0.843
16392,116,0.568,1444,0.657,2,3,4,34516.0,0.042
7991,90,0.866,0,1.093,3,3,3,9267.0,0.0
2732,63,0.851,1873,0.853,2,2,4,5723.0,0.327
4019,78,0.72,985,0.857,2,4,5,1934.0,0.509
5155,77,0.639,984,0.925,2,3,5,3201.0,0.307
2003,29,0.699,0,0.318,2,4,3,5317.0,0.0
1397,28,0.6,1616,0.647,2,2,5,8571.0,0.189
13784,108,0.758,0,0.588,2,2,2,3322.0,0.0
2733,71,0.673,892,0.919,1,2,6,16335.0,0.055
1719,45,0.65,1966,0.607,6,5,3,2607.0,0.754
5308,78,1.002,1040,0.773,2,0,3,1804.0,0.576
1649,29,0.538,1207,0.381,3,3,5,6679.0,0.181
5425,60,1.043,0,0.875,3,3,4,34516.0,0.0
2213,47,0.639,0,0.382,3,3,6,34516.0,0.0
5000,85,0.659,1085,0.848,2,3,5,1613.0,0.673
5015,90,0.84,1393,0.915,3,3,2,5666.0,0.246
2086,47,0.586,1474,0.621,3,2,1,1654.0,0.891
4525,83,0.574,1009,0.729,2,1,3,2637.0,0.383
4867,67,0.99,2081,0.763,3,2,4,2620.0,0.794
4321,58,0.593,683,0.812,3,1,6,2109.0,0.324
3543,87,0.589,1862,0.812,1,0,6,3054.0,0.61
1433,33,0.369,1024,0.5,1,3,6,15904.0,0.064
1580,54,0.396,670,0.543,3,5,3,4328.0,0.155
1960,57,1.052,1346,0.727,3,3,5,1944.0,0.692
3201,78,0.519,1436,0.5,6,0,5,13100.0,0.11
3057,71,0.733,1232,0.919,1,2,3,2317.0,0.532
2742,58,1.364,0,0.758,3,2,6,1441.0,0.0
3817,60,0.477,1314,0.818,3,3,4,8769.0,0.15
3243,63,0.599,1303,0.615,5,3,5,2016.0,0.646
1562,27,0.276,2189,0.174,1,2,5,2595.0,0.844
2181,32,1.008,1289,0.6,3,3,3,3992.0,0.323
7842,61,0.557,1847,0.794,3,3,2,34516.0,0.054
1560,49,0.84,1295,0.4,2,1,5,11840.0,0.109
4587,58,0.914,787,0.568,3,1,6,1438.3,0.547
4700,92,0.825,0,0.704,3,1,5,1438.3,0.0
4906,75,0.765,0,0.667,2,2,6,4499.0,0.0
2907,60,0.82,0,0.875,3,4,2,2952.0,0.0
4796,85,0.66,0,0.635,3,3,3,2684.0,0.0
4891,87,0.7,0,0.776,1,1,1,2897.0,0.0
5262,83,0.826,1013,0.729,1,3,5,1626.0,0.623
4990,80,0.898,901,0.905,2,2,3,2765.0,0.326
1378,29,1.707,2462,0.812,3,3,4,2578.0,0.955
2920,46,0.951,710,1.421,2,3,3,1922.0,0.369
4186,63,0.855,1925,0.703,2,1,5,11726.0,0.164
1505,33,0.965,774,0.737,1,2,4,1919.0,0.403
1887,36,0.621,0,0.333,3,3,1,5398.0,0.0
13677,122,0.801,2517,0.821,1,2,2,3140.0,0.802
2273,44,0.429,0,0.517,3,3,1,3032.0,0.0
4136,67,0.87,1091,0.718,2,4,4,1593.0,0.685
3915,72,0.81,1085,0.674,1,3,6,22651.0,0.048
4583,78,1.129,765,0.857,3,4,5,6663.0,0.115
4127,70,0.852,1963,0.842,3,2,6,7223.0,0.272
4224,75,0.656,1085,1.027,1,2,6,2134.0,0.508
4961,71,1.008,1655,0.821,1,4,3,2191.0,0.755
1805,37,0.778,1794,0.762,2,3,6,9788.0,0.183
4684,82,0.49,1194,0.907,1,2,1,2143.0,0.557
2384,61,1.127,1402,0.794,2,2,6,2540.0,0.552
4325,77,0.522,1775,0.75,2,1,1,5608.0,0.317
2177,59,1.075,2129,0.788,3,4,6,2967.0,0.718
4493,79,0.624,0,0.756,2,1,4,8842.0,0.0
2010,43,0.408,2517,0.344,2,3,1,7821.0,0.322
13719,96,0.848,1723,0.714,3,2,2,8919.0,0.193
982,22,0.537,0,0.692,1,3,3,3324.0,0.0
3447,74,0.809,1211,0.85,2,2,6,5180.0,0.234
4178,69,0.717,1721,0.605,2,3,3,30428.0,0.057
4768,82,0.586,1585,0.864,2,1,4,12618.0,0.126
4677,58,0.989,1658,0.706,3,2,1,11409.0,0.145
1801,48,0.597,2517,0.548,2,6,3,3512.0,0.717
2306,39,0.516,0,0.625,4,2,6,2920.0,0.0
1999,39,0.846,0,0.56,2,2,3,1438.3,0.0
2038,64,0.574,1773,0.362,2,2,6,2423.0,0.732
5035,64,0.85,577,1.37,3,1,5,6053.0,0.095
3291,55,0.79,1308,0.618,3,2,4,2827.0,0.463
4293,73,0.665,1332,0.622,3,1,5,31743.0,0.042
4503,69,0.582,2191,0.643,3,3,6,9183.0,0.239
1541,29,0.506,1515,0.318,1,4,3,22103.0,0.069
3987,77,0.503,1486,0.54,3,2,6,2516.0,0.591
1742,35,0.898,0,1.5,3,3,3,4049.0,0.0
1560,39,1.1,2377,0.696,3,2,5,9959.0,0.239
4568,83,0.644,1731,0.93,3,2,4,2801.0,0.618
4351,75,0.556,1201,0.923,2,3,3,13921.0,0.086
1212,33,0.441,2338,0.32,2,3,6,7469.0,0.313
4556,81,0.692,603,0.473,2,1,2,3481.0,0.173
4079,65,0.582,610,0.585,1,4,4,19595.0,0.031
14319,96,0.802,585,0.655,2,2,1,34516.0,0.017
3991,76,0.603,1414,0.617,1,2,3,17628.0,0.08
3967,69,0.711,563,0.568,3,2,6,1457.0,0.386
4098,68,1.025,1465,0.789,2,4,6,5242.0,0.279
3188,71,0.604,1121,0.651,2,4,4,4707.0,0.238
2433,41,1.06,644,1.158,1,2,5,6250.0,0.103
3795,71,0.72,1515,0.614,1,4,5,2376.0,0.638
4390,82,0.835,1627,0.783,1,2,6,3022.0,0.538
12593,99,0.753,0,0.768,1,1,2,24250.0,0.0
3435,56,0.816,1496,0.697,2,5,4,20860.0,0.072
4191,65,0.695,1202,0.757,1,2,4,3797.0,0.317
5028,80,0.531,1349,0.702,3,3,2,8314.0,0.162
3068,77,0.738,2517,0.711,3,3,6,7881.0,0.319
1582,38,0.52,1180,0.652,2,2,6,21548.0,0.055
1876,41,1.015,1274,0.783,1,0,2,5362.0,0.238
1628,37,0.745,0,0.542,3,3,5,4307.0,0.0
1816,30,1.276,1310,1.143,3,3,6,5619.0,0.233
5103,81,0.843,1694,0.761,2,4,3,2720.0,0.623
13588,94,0.737,1175,0.808,1,3,5,3534.0,0.332
12429,111,0.761,971,0.542,3,3,2,19594.0,0.05
3174,74,1.363,0,1.114,1,3,6,12810.0,0.0
2229,48,1.389,1276,0.778,2,0,5,15700.0,0.081
4482,54,0.83,0,0.636,1,3,3,1438.3,0.0
820,25,0.701,0,0.562,3,1,6,9786.0,0.0
4068,53,0.813,1657,0.963,1,1,6,2695.0,0.615
4805,59,1.047,0,0.639,1,2,6,3199.0,0.0
1741,27,2.316,1430,0.588,2,0,6,2283.0,0.626
3598,67,0.9,1685,0.718,3,2,3,5945.0,0.283
4712,67,0.753,1579,0.914,1,1,5,6034.0,0.262
4883,73,0.721,835,0.825,2,2,4,2586.0,0.323
2793,67,0.85,507,0.595,2,4,6,19762.0,0.026
2468,44,0.571,1605,0.419,3,0,6,9261.0,0.173
2462,40,0.829,1853,0.29,3,3,3,1863.0,0.995
14826,99,0.878,1375,0.707,3,1,3,13731.0,0.1
1592,30,0.775,1473,0.429,3,3,6,7475.0,0.197
2824,43,0.827,1486,0.387,2,3,1,1821.0,0.816
1897,50,0.907,1875,1.083,3,2,4,3477.0,0.539
4186,77,0.735,1105,0.711,3,2,5,2403.0,0.46
4190,81,0.721,941,1.025,3,0,4,9703.0,0.097
2284,35,0.517,0,0.296,3,3,3,1653.0,0.0
2064,33,1.596,1591,1.062,3,4,6,2717.0,0.586
2400,34,0.758,572,0.789,2,3,5,1836.0,0.312
14917,88,0.841,1845,0.796,1,1,3,32275.0,0.057
1489,43,0.771,2517,0.536,2,3,6,4203.0,0.599
2015,33,0.422,0,0.269,2,3,5,2092.0,0.0
14330,116,0.862,2448,0.681,1,2,2,5520.0,0.443
3095,62,0.621,1083,0.59,3,3,6,6210.0,0.174
4006,76,1.048,1791,0.81,2,4,5,3104.0,0.577
1366,31,0.387,1895,0.632,2,0,6,2885.0,0.657
16171,112,0.922,2239,0.778,3,1,2,6797.0,0.329
13970,109,0.864,994,0.847,6,1,2,7349.0,0.135
3811,65,0.583,0,0.711,2,1,4,1555.0,0.0
3935,77,0.574,1566,0.711,3,2,3,2182.0,0.718
2529,71,0.716,2300,0.578,2,2,4,25033.0,0.092
7613,90,0.854,1239,0.579,1,3,2,7537.0,0.164
4455,82,0.791,0,0.64,3,2,5,2001.0,0.0
4434,73,0.744,0,0.78,1,2,3,1438.3,0.0
4813,87,0.659,1122,0.706,2,3,2,4916.0,0.228
4284,75,0.811,997,0.596,3,4,5,12229.0,0.082
4767,76,0.538,1986,0.854,3,3,4,2701.0,0.735
4917,84,1.06,0,0.75,3,3,6,2225.0,0.0
1665,32,0.756,1348,0.524,2,3,6,3264.0,0.413
4572,76,0.828,1356,1.054,2,3,5,10351.0,0.131
4346,90,0.815,0,0.915,2,1,3,11438.0,0.0
7332,92,0.702,1334,0.614,4,2,3,10682.0,0.125
1390,23,0.757,0,0.769,2,4,5,5039.0,0.0
2568,69,0.778,1822,0.683,3,2,5,10216.0,0.178
4697,75,0.878,1291,0.667,1,3,3,3773.0,0.342
14893,98,0.814,0,0.815,1,2,2,3329.0,0.0
1453,26,0.176,512,0.13,3,4,2,14839.0,0.035
1503,35,0.983,2206,0.842,3,1,6,2945.0,0.749
7730,97,0.708,1272,0.54,2,3,1,5357.0,0.237
4555,82,0.712,919,1.0,1,2,4,2204.0,0.417
3937,63,0.657,1247,0.658,2,0,4,21721.0,0.057
3591,80,0.797,2461,0.739,2,4,3,3290.0,0.748
3829,74,0.497,1243,0.396,2,3,4,5608.0,0.222
791,22,0.731,710,0.833,3,3,3,4028.0,0.176
3560,67,0.925,0,0.861,3,1,3,1438.3,0.0
4006,82,0.962,0,0.822,2,4,5,6848.0,0.0
2163,56,0.66,1380,0.4,1,3,4,34516.0,0.04
3542,60,0.818,1316,0.714,1,1,5,34516.0,0.038
4558,60,1.122,1049,1.609,3,3,6,1892.0,0.554
4454,74,0.674,0,0.574,2,2,5,12685.0,0.0
3704,70,0.499,1136,0.458,3,3,4,3115.0,0.365
1592,34,1.317,1536,1.0,2,0,3,10916.0,0.141
3495,70,0.755,1691,0.628,1,5,3,2644.0,0.64
1765,40,0.678,0,0.6,6,3,5,3221.0,0.0
4410,86,0.605,1587,0.72,2,1,1,21680.0,0.073
4391,85,0.913,1400,0.809,2,2,3,3117.0,0.449
1405,43,0.584,1437,0.387,2,0,5,15897.0,0.09
1318,28,0.841,1748,0.647,3,2,5,22332.0,0.078
4328,68,1.001,1717,0.581,3,3,6,7459.0,0.23
2492,35,0.885,0,0.296,3,2,5,1438.3,0.0
14279,97,0.883,714,0.764,3,1,1,34516.0,0.021
14321,102,0.744,1917,0.759,3,2,4,3804.0,0.504
2336,49,0.887,1452,1.13,1,4,4,34516.0,0.042
1567,33,0.524,2517,0.941,5,3,3,18513.0,0.136
4110,71,0.788,1118,1.152,2,3,3,2059.0,0.543
9071,74,0.865,0,1.0,1,3,2,7464.0,0.0
931,18,1.608,680,1.571,2,1,4,4470.0,0.152
4680,80,0.685,0,0.778,3,2,1,1477.0,0.0
3282,66,0.737,1499,0.65,3,1,5,5371.0,0.279
4605,88,0.773,2264,0.725,2,2,4,6205.0,0.365
2584,42,0.838,0,0.448,3,2,2,1438.3,0.0
4717,80,0.625,429,0.739,1,1,4,2423.0,0.177
3210,65,0.572,1808,0.667,2,1,3,20895.0,0.087
4228,93,0.785,0,0.788,5,3,4,12398.0,0.0
2611,64,0.828,0,0.455,2,3,3,1548.0,0.0
4916,78,0.917,1197,0.696,2,2,3,1438.3,0.832
15740,120,0.767,1171,0.739,2,3,1,16909.0,0.069
1399,36,0.501,1158,0.5,3,2,6,14632.0,0.079
2969,88,0.806,1786,0.796,1,1,3,11684.0,0.153
4548,69,1.022,0,0.917,3,4,4,1438.3,0.0
2552,49,1.223,1710,1.227,1,2,3,16286.0,0.105
5041,74,0.722,1228,0.805,3,2,5,29100.0,0.042
4418,68,0.637,0,0.659,2,2,4,1605.0,0.0
1589,30,0.597,864,0.667,1,0,3,17996.0,0.048
2123,37,0.65,0,0.542,2,2,1,1438.3,0.0
13697,102,0.772,892,0.759,3,4,4,3970.0,0.225
1538,36,2.204,1396,0.714,2,2,2,29081.0,0.048
1158,19,0.576,2250,0.727,2,0,3,9689.0,0.232
1766,39,0.777,1993,0.625,3,1,5,5331.0,0.374
1127,29,0.78,861,0.381,3,2,2,10244.0,0.084
16824,123,0.796,1763,0.708,2,2,5,8687.0,0.203
3569,77,0.846,949,0.571,1,3,3,33996.0,0.028
2027,39,0.605,2517,0.393,2,2,2,5054.0,0.498
1756,32,1.214,0,1.0,2,1,5,3906.0,0.0
4253,72,0.667,1215,0.8,2,1,6,1953.0,0.622
9497,106,0.926,1869,0.71,3,1,1,3751.0,0.498
4533,79,0.897,0,0.795,3,2,3,3068.0,0.0
2528,52,0.937,0,0.793,3,3,4,29923.0,0.0
